CaseMasterID,CrimeNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CrimeRegisteredDate,CrimeRegisteredTime,OccurrenceFromDate,OccurrenceToDate,Latitude,Longitude,PlaceOfOffence,BriefFacts,IOEmployeeID,CaseStatus,Active
71,100271003202600001,339,27,1,2,8,3,2026-02-09,18:03,2026-02-09,2026-02-09,13.216499,74.46534,"the main road junction, Udupi","The complainant was speaking on his mobile phone standing near the railway station at Ring Road, Udupi when an unknown person snatched the handset from his hand and ran towards the ring road. The phone is a Oppo A valued at Rs 434,500.",2096,Closed False,Y
72,100111008202300004,142,11,1,2,6,2,2023-06-01,01:30,2023-06-01,2023-06-01,12.930014,74.923394,"the APMC yard, Dakshina Kannada","The complainant closed his provision store at Vidya Nagar, Dakshina Kannada at 21.15 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 68,500 was missing.",858,Closed False,Y
73,100271003202300001,339,27,1,2,8,3,2023-02-08,22:24,2023-02-08,2023-02-08,13.164251,74.434285,"the temple street, Udupi","At about 22.45 hours near the main road junction at Vidya Nagar, Udupi the accused riding pillion on a motorcycle snatched the mobile phone of the complainant and escaped. Handset make Redmi Note, value Rs 404,500.",2096,Chargesheeted,Y
74,100271003202400001,339,27,1,2,8,3,2024-01-29,19:03,2024-01-28,2024-01-29,13.258868,74.437936,"the college ground, Udupi","At about 19.45 hours near the APMC yard at Women, Udupi the accused riding pillion on a motorcycle snatched the mobile phone of the complainant and escaped. Handset make Realme C, value Rs 16,500.",2096,Chargesheeted,Y
75,100031001202600001,36,3,1,4,13,3,2026-02-21,18:50,2026-02-21,2026-02-21,15.953486,74.609543,"the college ground, Belagavi","ದೂರುದಾರರು the railway station at Bazaar, Belagavi ನಲ್ಲಿನ ಎಟಿಎಂ ಬಳಸಿದ್ದು, ನಂತರ ಅವರ ಖಾತೆಯಿಂದ ರೂ 402,000 ಹಣ ಅವರ ಅರಿವಿಲ್ಲದೆ ವರ್ಗಾವಣೆಯಾಗಿರುತ್ತದೆ.",186,Chargesheeted,Y
76,100031001202500001,36,3,1,2,9,1,2025-11-21,01:25,2025-11-21,2025-11-21,15.955173,74.502948,"the college ground, Belagavi","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near Cantonment, Belagavi at about 22.00 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 118,500.",186,Closed NC,Y
77,100031001202600002,36,3,1,2,9,1,2026-01-13,00:50,2026-01-13,2026-01-13,15.944248,74.556834,"the bus stand, Belagavi","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near Shivaji Nagar, Belagavi at about 08.30 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 380,000.",186,Chargesheeted,Y
78,100031001202500002,36,3,1,2,9,1,2025-09-19,01:17,2025-09-16,2025-09-19,16.031526,74.501955,"the railway station, Belagavi","The complainant was travelling in his car near Halli, Belagavi when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 19,500.",186,Chargesheeted,Y
79,100031001202500003,36,3,1,2,9,1,2025-12-11,01:03,2025-12-08,2025-12-11,16.028317,74.47598,"the temple street, Belagavi","The complainant was travelling in his car near the housing board colony at Ashok Nagar, Belagavi when a group of unknown persons blocked the road with a tempo, assaulted the occupants and robbed cash, ornaments and mobile phones worth Rs 324,500.",186,Chargesheeted,Y
80,100031001202500004,36,3,1,2,9,1,2025-10-11,00:36,2025-10-10,2025-10-11,15.96839,74.5427,"the petrol bunk, Belagavi","the housing board colony at Traffic, Belagavi ಬಳಿ ಹೆದ್ದಾರಿಯಲ್ಲಿ ಐದಾರು ಜನರ ಗುಂಪು ಮಾರಕಾಯುಧಗಳೊಂದಿಗೆ ದೂರುದಾರರ ವಾಹನವನ್ನು ತಡೆದು ಬೆದರಿಸಿ ರೂ 429,500 ಮೌಲ್ಯದ ನಗದು ಮತ್ತು ಸರಕನ್ನು ದೋಚಿಕೊಂಡು ಹೋಗಿರುತ್ತಾರೆ.",186,Closed False,Y
81,100141003202500001,171,14,1,2,6,2,2025-04-26,01:37,2025-04-23,2025-04-26,15.424303,75.419406,"the railway station, Gadag","The complainant closed his provision store at the housing board colony at Traffic, Gadag at 21.45 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 84,500 was missing.",1029,Chargesheeted,Y
82,100141003202600001,171,14,1,2,6,2,2026-05-25,00:52,2026-05-23,2026-05-25,15.461396,75.42506,"the main road junction, Gadag","Unknown accused broke the shutter lock of the shop of the complainant situated at the vegetable market at Market, Gadag during night hours and committed theft of cash from the counter and goods worth Rs 356,000.",1029,Chargesheeted,Y
83,100141003202600002,171,14,1,2,6,2,2026-01-17,00:29,2026-01-17,2026-01-17,15.377022,75.345915,"the taluk office, Gadag","During the intervening night unknown persons removed the window grill of the house situated at the taluk office at Ashok Nagar, Gadag, entered inside and committed theft of gold ornaments weighing 20 grams and cash. Total property value Rs 259,500.",1029,Chargesheeted,Y
84,100141003202400001,171,14,1,2,6,2,2024-08-19,02:54,2024-08-17,2024-08-19,15.437092,75.348695,"the taluk office, Gadag","The complainant closed his provision store at Extension, Gadag at 06.30 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 17,000 was missing.",1029,Chargesheeted,Y
85,100141003202600003,171,14,1,2,6,2,2026-06-12,04:22,2026-06-11,2026-06-12,15.421244,75.358238,"the APMC yard, Gadag","The complainant closed his provision store at Shivaji Nagar, Gadag at 06.00 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 372,500 was missing.",1029,Chargesheeted,Y
86,100141003202600004,171,14,1,2,6,2,2026-03-01,03:01,2026-02-26,2026-03-01,15.370633,75.376814,"the sugar factory road, Gadag","Unknown accused broke the shutter lock of the shop of the complainant situated at Gandhi Nagar, Gadag during night hours and committed theft of cash from the counter and goods worth Rs 385,000.",1029,Chargesheeted,Y
87,100281005202500001,354,28,1,2,6,2,2025-06-29,01:21,2025-06-29,2025-06-29,14.81936,74.259382,"the petrol bunk, Uttara Kannada","The complainant closed his provision store at the government hospital at Halli, Uttara Kannada at 02.30 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 36,000 was missing.",2191,Chargesheeted,Y
88,100141003202500002,171,14,1,2,8,3,2025-10-26,19:36,2025-10-23,2025-10-26,15.49433,75.273459,"the temple street, Gadag","The complainant was speaking on his mobile phone standing near Traffic, Gadag when an unknown person snatched the handset from his hand and ran towards the village outskirts. The phone is a Samsung Galaxy M valued at Rs 379,500.",1029,Under Investigation,Y
89,100141003202500003,171,14,1,2,6,2,2025-05-26,02:44,2025-05-23,2025-05-26,15.411133,75.417659,"the sugar factory road, Gadag","Bazaar, Gadag ನಲ್ಲಿರುವ ದೂರುದಾರರ ಅಂಗಡಿಯ ಶಟರ್ ಬೀಗವನ್ನು ಅಪರಿಚಿತ ಆರೋಪಿಗಳು ರಾತ್ರಿ ವೇಳೆ ಮುರಿದು ರೂ 303,500 ಮೌಲ್ಯದ ನಗದು ಮತ್ತು ಸಾಮಗ್ರಿಗಳನ್ನು ಕಳವು ಮಾಡಿರುತ್ತಾರೆ.",1029,Chargesheeted,Y
90,100141003202600005,171,14,1,2,6,2,2026-02-26,03:32,2026-02-26,2026-02-26,15.47772,75.391855,"the vegetable market, Gadag","Unknown accused broke the shutter lock of the shop of the complainant situated at Vidya Nagar, Gadag during night hours and committed theft of cash from the counter and goods worth Rs 407,000.",1029,Chargesheeted,Y
91,100261002202400001,329,26,1,4,13,3,2024-01-10,16:53,2024-01-10,2024-01-10,13.450081,76.921899,"the college ground, Tumakuru","Unknown accused obtained the card details of the complainant and made online transactions totalling Rs 382,000. The complainant had used his card last at Town, Tumakuru.",2026,Chargesheeted,Y
92,300041004202300001,49,4,3,5,14,3,2023-12-21,00:09,2023-12-20,2023-12-21,13.128442,77.439582,"the APMC yard, Bengaluru Urban","During patrolling near Women, Bengaluru Urban the accused was found in possession of 4 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA56JC9967 were seized under panchanama.",274,Chargesheeted,Y
93,100161012202600001,209,16,1,2,8,2,2026-03-22,09:11,2026-03-22,2026-03-22,14.939803,75.481406,"the railway station, Haveri","Two unknown persons on a black motorcycle approached the complainant near Bazaar, Haveri at 02.30 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 308,500.",1285,Chargesheeted,Y
94,100161012202600002,209,16,1,2,8,2,2026-05-27,07:01,2026-05-26,2026-05-27,14.936383,75.392755,"the housing board colony, Haveri","Two unknown persons on a black motorcycle approached the complainant near Ring Road, Haveri at 07.15 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 246,500.",1285,Chargesheeted,Y
95,100161012202600003,209,16,1,2,8,2,2026-06-06,08:31,2026-06-05,2026-06-06,14.921521,75.388503,"the taluk office, Haveri","The complainant was walking near the housing board colony at Vinoba Nagar, Haveri at about 17.15 hours. Two persons who came on a motorcycle snatched the gold chain weighing 12 grams from her neck and sped away towards the flyover. Value of property Rs 40,000.",1279,Under Investigation,Y
96,100161012202400001,209,16,1,2,8,2,2024-12-03,10:41,2024-12-02,2024-12-03,14.869756,75.428685,"the bus stand, Haveri","Two unknown persons on a black motorcycle approached the complainant near Halli, Haveri at 22.45 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 30,500.",1285,Closed False,Y
97,100161012202500001,209,16,1,2,8,2,2025-05-02,07:43,2025-05-01,2025-05-02,14.814584,75.441384,"the sugar factory road, Haveri","While the complainant was returning from the temple near the main road junction at Halli, Haveri, the pillion rider of a motorcycle pulled the mangalsutra from her neck and escaped. The accused wore a full face helmet. Gold weighing 40 grams valued at Rs 396,000 was taken.",1279,Chargesheeted,Y
98,100161012202600004,209,16,1,2,9,1,2026-03-25,03:20,2026-03-22,2026-03-25,14.865203,75.381859,"the petrol bunk, Haveri","A gang of five to six persons armed with long weapons stopped the goods vehicle of the complainant on the highway near the bus stand at Shivaji Nagar, Haveri at about 15.45 hours, threatened the driver and cleaner and took away cash and the consignment valued at Rs 6,500.",1285,Chargesheeted,Y
99,100161012202500002,209,16,1,2,8,2,2025-07-22,06:57,2025-07-19,2025-07-22,14.869243,75.438163,"the taluk office, Haveri","ದೂರುದಾರರು Cantonment, Haveri ಬಳಿ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದಾಗ, ಮೋಟಾರ್ ಸೈಕಲ್‌ನಲ್ಲಿ ಬಂದ ಇಬ್ಬರು ವ್ಯಕ್ತಿಗಳು ಕೊರಳಿನಲ್ಲಿದ್ದ 40 ಗ್ರಾಂ ಚಿನ್ನದ ಸರವನ್ನು ಕಿತ್ತುಕೊಂಡು ಪರಾರಿಯಾಗಿರುತ್ತಾರೆ. ಮಾಲಿನ ಬೆಲೆ ರೂ 150,000.",1277,Chargesheeted,Y
100,100161012202400002,209,16,1,2,8,2,2024-06-17,08:08,2024-06-15,2024-06-17,14.86143,75.436002,"the vegetable market, Haveri","ದೂರುದಾರರು the petrol bunk at Extension, Haveri ಬಳಿ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿದ್ದಾಗ, ಮೋಟಾರ್ ಸೈಕಲ್‌ನಲ್ಲಿ ಬಂದ ಇಬ್ಬರು ವ್ಯಕ್ತಿಗಳು ಕೊರಳಿನಲ್ಲಿದ್ದ 32 ಗ್ರಾಂ ಚಿನ್ನದ ಸರವನ್ನು ಕಿತ್ತುಕೊಂಡು ಪರಾರಿಯಾಗಿರುತ್ತಾರೆ. ಮಾಲಿನ ಬೆಲೆ ರೂ 328,000.",1277,Chargesheeted,Y
101,300291006202500001,370,29,3,5,14,3,2025-11-05,20:12,2025-11-04,2025-11-05,16.899545,75.902361,"the APMC yard, Vijayapura","During patrolling near the main road junction at Women, Vijayapura the accused was found in possession of 2 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA17NL5088 were seized under panchanama.",2288,Chargesheeted,Y
102,100241003202100001,308,24,1,2,8,2,2021-12-17,08:42,2021-12-17,2021-12-17,12.505174,77.183536,"the college ground, Ramanagara","Two unknown persons on a black motorcycle approached the complainant near the petrol bunk at Halli, Ramanagara at 11.45 hours, snatched her gold chain and fled. The complainant sustained minor abrasion on the neck. Property value Rs 297,500.",1902,Chargesheeted,Y
103,100241003202100002,308,24,1,2,6,2,2021-08-28,02:25,2021-08-28,2021-08-28,12.52019,77.094495,"the petrol bunk, Ramanagara","Unknown accused broke the shutter lock of the shop of the complainant situated at the government hospital at Vidya Nagar, Ramanagara during night hours and committed theft of cash from the counter and goods worth Rs 60,500.",1902,Chargesheeted,Y
104,100241003202100003,308,24,1,2,6,2,2021-09-29,00:53,2021-09-29,2021-09-29,12.659076,77.033492,"the government hospital, Ramanagara","The complainant closed his provision store at Shivaji Nagar, Ramanagara at 07.30 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 219,000 was missing.",1901,Chargesheeted,Y
105,100241003202100004,308,24,1,4,12,2,2021-08-15,12:06,2021-08-12,2021-08-15,12.519222,77.13916,"the taluk office, Ramanagara","The accused induced the complainant to invest in a chit scheme operated from Cantonment, Ramanagara, collected Rs 46,500 in instalments and failed to pay the prize amount on maturity, thereby cheating the complainant.",1907,Chargesheeted,Y
106,100241003202100005,308,24,1,2,6,2,2021-09-22,04:58,2021-09-22,2021-09-22,12.529931,77.11961,"the railway station, Ramanagara","The complainant closed his provision store at Bazaar, Ramanagara at 05.00 hours. In the early morning it was found that the rolling shutter had been prised open with a crowbar and stock and cash totalling Rs 294,500 was missing.",1904,Chargesheeted,Y
107,300041003202500001,48,4,3,5,14,3,2025-11-02,01:11,2025-10-30,2025-11-02,12.753549,77.278223,"the APMC yard, Bengaluru Urban","During patrolling near the vegetable market at Shivaji Nagar, Bengaluru Urban the accused was found in possession of 5 litres of illicitly distilled arrack kept for sale. The contraband and the vehicle bearing number KA03BV8777 were seized under panchanama.",271,Chargesheeted,Y
108,100181006202200001,233,18,1,2,8,2,2022-12-18,06:45,2022-12-17,2022-12-18,12.784708,75.975892,"the petrol bunk, Kodagu","The complainant was walking near Town, Kodagu at about 17.15 hours. Two persons who came on a motorcycle snatched the gold chain weighing 8 grams from her neck and sped away towards the highway. Value of property Rs 7,000.",1431,Chargesheeted,Y
