ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestType,ArrestDate,ArrestTime,ArrestPlace,ArrestingOfficerID,RemandDate,BailFlag
341,333,547,Arrest,2024-11-15,00:56,the taluk border check post,1465,2024-11-16,Y
342,333,548,Arrest,2024-10-22,04:58,a lodge in the town,1463,2024-10-23,Y
343,333,550,Arrest,2024-10-26,04:44,a lodge in the town,1469,2024-10-27,Y
344,334,551,Arrest,2025-06-30,23:59,the village outskirts,912,2025-07-01,N
345,335,552,Arrest,2026-01-05,13:54,a lodge in the town,2068,2026-01-06,Y
346,335,553,Arrest,2025-12-17,07:15,the vegetable market,2067,2025-12-18,Y
347,335,554,Surrender,2026-01-03,18:10,the taluk border check post,2067,2026-01-04,N
348,336,555,Arrest,2024-08-22,08:32,the taluk border check post,272,2024-08-23,Y
349,336,556,Arrest,2024-08-27,13:48,the railway station,270,2024-08-28,N
350,337,557,Surrender,2023-07-29,11:06,his residence,272,2023-07-30,Y
351,340,561,Arrest,2024-07-29,00:22,a lodge in the town,272,2024-07-30,Y
352,341,562,Arrest,2023-06-24,19:11,the taluk border check post,2472,2023-06-25,N
353,341,563,Arrest,2023-06-18,04:55,the village outskirts,2469,2023-06-19,N
354,344,568,Arrest,2024-07-23,22:54,the bus stand,980,2024-07-24,N
355,345,569,Arrest,2023-11-12,12:15,his residence,477,2023-11-13,N
356,345,570,Surrender,2023-11-08,06:46,his residence,470,2023-11-09,N
357,346,572,Arrest,2026-06-03,04:13,the railway station,1855,2026-06-04,N
358,347,573,Arrest,2025-10-27,17:46,the vegetable market,1871,2025-10-28,Y
359,348,574,Arrest,2025-11-18,02:46,the highway toll gate,1852,2025-11-19,N
360,348,576,Arrest,2025-10-30,06:46,the vegetable market,1851,2025-10-31,Y
361,350,578,Arrest,2024-11-30,11:37,the bus stand,1690,2024-12-01,N
362,350,579,Arrest,2024-12-04,10:43,the bus stand,1697,2024-12-05,N
363,351,581,Arrest,2024-07-18,04:00,the bus stand,809,2024-07-19,N
364,351,582,Arrest,2024-08-05,14:58,a lodge in the town,814,2024-08-06,N
365,351,584,Arrest,2024-08-06,18:22,the railway station,809,2024-08-07,N
366,353,586,Arrest,2026-04-08,06:06,a lodge in the town,1849,2026-04-09,Y
367,354,588,Arrest,2026-07-10,22:27,the vegetable market,1851,2026-07-11,Y
368,354,589,Arrest,2026-05-31,21:40,his residence,1852,2026-06-01,N
369,358,593,Arrest,2026-02-16,04:52,the vegetable market,1856,2026-02-17,Y
370,358,595,Arrest,2026-02-10,06:34,the bus stand,1852,2026-02-11,Y
371,359,596,Arrest,2026-06-24,13:51,a lodge in the town,1856,2026-06-25,Y
372,359,597,Arrest,2026-07-12,23:51,the highway toll gate,1856,2026-07-13,N
373,360,598,Arrest,2025-08-06,18:52,his residence,813,2025-08-07,N
374,360,599,Arrest,2025-08-29,09:00,the vegetable market,809,2025-08-30,N
375,361,600,Arrest,2026-03-11,15:48,the vegetable market,438,2026-03-12,N
376,362,601,Arrest,2026-05-09,16:26,the railway station,438,2026-05-10,Y
377,363,602,Arrest,2026-07-26,07:35,his residence,435,2026-07-27,Y
378,364,605,Surrender,2023-02-02,11:28,the highway toll gate,749,2023-02-03,Y
379,364,606,Surrender,2023-01-29,00:51,the village outskirts,749,2023-01-30,Y
380,364,607,Surrender,2023-01-14,23:08,his residence,748,2023-01-15,N
381,365,609,Arrest,2026-06-19,06:20,the railway station,440,2026-06-20,N
382,366,610,Surrender,2026-05-12,14:16,a lodge in the town,434,2026-05-13,N
383,367,611,Surrender,2023-01-22,17:58,his residence,751,2023-01-23,N
384,367,613,Arrest,2023-02-15,20:18,the bus stand,749,2023-02-16,N
385,368,616,Arrest,2026-06-04,00:06,the highway toll gate,432,2026-06-05,Y
386,369,617,Arrest,2026-04-05,19:17,the bus stand,434,2026-04-06,N
387,370,619,Arrest,2026-03-10,13:25,the bus stand,431,2026-03-11,Y
388,371,623,Arrest,2026-04-21,09:18,the taluk border check post,433,2026-04-22,Y
389,372,625,Surrender,2022-10-30,08:17,a lodge in the town,751,2022-10-31,N
390,372,626,Arrest,2022-11-25,12:24,a lodge in the town,749,2022-11-26,N
391,373,627,Arrest,2026-06-29,09:14,the village outskirts,1781,2026-06-30,N
392,373,629,Arrest,2026-06-29,06:30,the railway station,1786,2026-06-30,Y
393,375,631,Arrest,2022-07-18,14:47,a lodge in the town,1635,2022-07-19,N
394,375,632,Arrest,2022-08-21,23:48,the village outskirts,1641,2022-08-22,Y
395,376,633,Arrest,2026-02-11,21:04,the railway station,297,2026-02-12,N
396,377,634,Arrest,2026-03-31,22:52,the taluk border check post,269,2026-04-01,N
397,378,635,Arrest,2026-04-01,06:42,the village outskirts,299,2026-04-02,N
398,378,636,Surrender,2026-03-18,02:56,his residence,301,2026-03-19,Y
399,379,637,Arrest,2026-03-26,08:32,the bus stand,299,2026-03-27,Y
400,380,638,Arrest,2022-01-25,09:57,the taluk border check post,269,2022-01-26,Y
401,382,642,Arrest,2023-01-31,02:05,the taluk border check post,268,2023-02-01,Y
402,383,643,Arrest,2023-10-20,19:04,a lodge in the town,276,2023-10-21,N
403,383,644,Arrest,2023-10-07,14:25,the village outskirts,274,2023-10-08,Y
404,384,646,Arrest,2026-06-13,13:13,the village outskirts,1724,2026-06-14,Y
405,384,647,Arrest,2026-07-01,14:17,his residence,1727,2026-07-02,Y
406,386,649,Surrender,2023-07-14,21:45,his residence,2034,2023-07-15,N
407,387,650,Arrest,2025-01-25,23:13,the taluk border check post,2026,2025-01-26,N
408,388,651,Arrest,2023-03-08,14:28,the vegetable market,286,2023-03-09,Y
409,389,653,Arrest,2025-05-18,15:18,the highway toll gate,2034,2025-05-19,Y
410,391,658,Arrest,2025-05-23,11:05,the taluk border check post,2377,2025-05-24,Y
411,391,660,Arrest,2025-06-26,11:23,the village outskirts,2374,2025-06-27,Y
412,392,661,Arrest,2023-06-29,19:32,a lodge in the town,809,2023-06-30,Y
413,394,663,Arrest,2026-06-22,20:28,the bus stand,2376,2026-06-23,Y
414,394,664,Arrest,2026-07-25,17:34,the vegetable market,2379,2026-07-26,N
415,394,665,Arrest,2026-07-25,04:07,the highway toll gate,2377,2026-07-26,N
416,395,667,Arrest,2025-07-23,03:58,his residence,808,2025-07-24,Y
417,395,668,Arrest,2025-07-08,07:33,the bus stand,810,2025-07-09,N
418,396,669,Arrest,2024-04-28,18:16,the railway station,1007,2024-04-29,Y
419,398,672,Arrest,2023-02-26,04:15,his residence,1911,2023-02-27,Y
420,399,673,Surrender,2026-03-02,19:49,the village outskirts,1113,2026-03-03,Y
421,400,675,Arrest,2024-12-14,03:42,his residence,1011,2024-12-15,Y
422,401,677,Arrest,2026-06-23,22:19,the bus stand,1113,2026-06-24,Y
423,401,678,Arrest,2026-06-26,00:09,the highway toll gate,1116,2026-06-27,N
424,401,679,Arrest,2026-07-04,08:18,the taluk border check post,1120,2026-07-05,Y
425,402,680,Arrest,2025-11-01,10:46,the bus stand,1773,2025-11-02,N
426,402,681,Arrest,2025-10-20,14:39,the railway station,1769,2025-10-21,N
427,402,683,Arrest,2025-11-12,16:30,the highway toll gate,1773,2025-11-13,Y
428,403,684,Arrest,2026-03-10,21:28,the highway toll gate,1115,2026-03-11,Y
429,404,685,Arrest,2024-12-31,13:31,the bus stand,814,2025-01-01,Y
430,406,688,Arrest,2021-08-28,04:05,a lodge in the town,852,2021-08-29,N
431,408,691,Arrest,2022-01-22,14:06,a lodge in the town,850,2022-01-23,N
432,409,692,Arrest,2026-04-26,07:25,the vegetable market,2139,2026-04-27,Y
433,410,693,Arrest,2026-03-16,02:04,the taluk border check post,1729,2026-03-17,N
434,410,694,Arrest,2026-03-28,21:50,the railway station,1725,2026-03-29,N
435,411,696,Arrest,2026-06-07,00:28,the railway station,1729,2026-06-08,Y
436,412,697,Arrest,2023-07-17,19:23,the vegetable market,2098,2023-07-18,Y
437,412,699,Arrest,2023-07-10,18:23,the vegetable market,2094,2023-07-11,Y
438,412,700,Arrest,2023-06-21,15:13,his residence,2095,2023-06-22,Y
439,413,702,Arrest,2021-02-16,05:45,the taluk border check post,2026,2021-02-17,N
440,415,706,Arrest,2022-06-28,02:18,the railway station,2031,2022-06-29,Y
441,416,708,Arrest,2026-02-09,17:09,his residence,792,2026-02-10,N
442,417,710,Arrest,2021-10-25,12:54,the highway toll gate,2030,2021-10-26,Y
443,417,711,Arrest,2021-10-13,08:51,the highway toll gate,2029,2021-10-14,N
444,417,712,Arrest,2021-10-15,20:05,the village outskirts,2028,2021-10-16,Y
445,419,714,Surrender,2023-10-27,07:26,the village outskirts,2030,2023-10-28,Y
446,419,715,Arrest,2023-10-05,18:18,the taluk border check post,2034,2023-10-06,Y
447,420,716,Arrest,2023-08-10,00:30,a lodge in the town,203,2023-08-11,N
448,421,718,Arrest,2022-10-16,13:25,the railway station,2032,2022-10-17,N
449,421,719,Arrest,2022-10-19,21:39,the taluk border check post,2030,2022-10-20,Y
450,422,720,Arrest,2022-06-27,15:24,the bus stand,2029,2022-06-28,N
451,426,725,Arrest,2025-05-26,08:38,a lodge in the town,1561,2025-05-27,Y
452,427,726,Arrest,2026-02-05,04:00,the railway station,1162,2026-02-06,Y
453,429,729,Arrest,2024-03-18,18:02,the taluk border check post,977,2024-03-19,N
454,429,731,Arrest,2024-03-30,07:24,his residence,980,2024-03-31,Y
455,430,733,Surrender,2025-11-23,10:39,a lodge in the town,795,2025-11-24,N
456,431,734,Arrest,2026-03-07,20:33,the taluk border check post,792,2026-03-08,N
457,433,738,Arrest,2023-04-15,08:01,the vegetable market,855,2023-04-16,Y
458,434,739,Arrest,2023-03-11,01:43,the highway toll gate,462,2023-03-12,Y
459,434,740,Arrest,2023-04-06,19:40,the village outskirts,464,2023-04-07,N
460,434,741,Arrest,2023-03-12,01:49,a lodge in the town,459,2023-03-13,N
461,435,744,Arrest,2024-05-23,05:40,the bus stand,459,2024-05-24,Y
462,435,745,Arrest,2024-06-09,07:38,the village outskirts,460,2024-06-10,Y
463,436,746,Arrest,2022-09-24,00:21,the highway toll gate,463,2022-09-25,Y
464,437,748,Arrest,2026-03-22,20:57,the vegetable market,1383,2026-03-23,Y
465,437,749,Arrest,2026-02-19,02:46,the village outskirts,1376,2026-02-20,N
466,438,751,Arrest,2026-03-03,23:44,the highway toll gate,345,2026-03-04,N
467,439,752,Arrest,2026-05-15,22:37,the bus stand,1998,2026-05-16,Y
468,439,753,Arrest,2026-05-10,17:45,the railway station,2000,2026-05-11,Y
469,440,755,Arrest,2022-11-15,23:21,his residence,2339,2022-11-16,Y
470,440,757,Arrest,2022-12-01,15:59,the railway station,2333,2022-12-02,Y
471,441,758,Arrest,2023-11-22,17:16,a lodge in the town,2339,2023-11-23,Y
472,442,759,Surrender,2021-11-07,07:05,a lodge in the town,2339,2021-11-08,Y
473,442,760,Arrest,2021-10-16,00:51,his residence,2335,2021-10-17,Y
474,444,764,Arrest,2026-05-31,00:00,his residence,2002,2026-06-01,N
475,445,765,Arrest,2023-09-26,19:55,a lodge in the town,2339,2023-09-27,N
476,446,766,Surrender,2025-02-08,11:25,the village outskirts,2337,2025-02-09,Y
477,447,767,Arrest,2023-03-21,10:01,the vegetable market,2339,2023-03-22,Y
478,449,769,Arrest,2021-05-26,17:30,a lodge in the town,2335,2021-05-27,N
479,450,770,Surrender,2026-03-24,13:35,the bus stand,925,2026-03-25,N
480,450,771,Arrest,2026-03-02,21:44,the highway toll gate,930,2026-03-03,Y
481,451,772,Surrender,2026-03-29,07:37,the village outskirts,929,2026-03-30,Y
482,454,777,Surrender,2024-04-10,18:38,a lodge in the town,2334,2024-04-11,Y
483,454,778,Arrest,2024-04-21,02:21,a lodge in the town,2339,2024-04-22,N
484,454,779,Surrender,2024-04-21,06:03,the village outskirts,2332,2024-04-22,Y
485,455,781,Arrest,2022-06-30,08:30,the highway toll gate,1440,2022-07-01,N
486,456,782,Arrest,2024-02-28,06:00,his residence,2334,2024-02-29,N
487,457,784,Arrest,2024-09-04,06:06,the railway station,1262,2024-09-05,Y
488,458,786,Surrender,2024-12-19,08:46,the village outskirts,1268,2024-12-20,Y
489,460,793,Arrest,2022-07-19,18:57,the vegetable market,1813,2022-07-20,Y
490,462,797,Arrest,2025-10-18,06:52,the vegetable market,164,2025-10-19,N
491,463,798,Arrest,2025-09-03,17:49,the railway station,164,2025-09-04,N
492,463,799,Arrest,2025-09-09,02:12,the village outskirts,168,2025-09-10,Y
493,465,802,Arrest,2024-09-19,17:45,the vegetable market,2330,2024-09-20,Y
494,465,803,Arrest,2024-10-11,08:33,the taluk border check post,2326,2024-10-12,N
495,467,807,Arrest,2026-02-11,10:56,the railway station,296,2026-02-12,N
496,469,809,Arrest,2025-06-13,01:41,the bus stand,292,2025-06-14,Y
497,470,810,Arrest,2024-12-13,11:16,the village outskirts,292,2024-12-14,N
498,471,811,Surrender,2026-03-09,20:51,the bus stand,291,2026-03-10,N
499,472,812,Arrest,2026-06-07,11:35,the vegetable market,1728,2026-06-08,N
500,474,815,Surrender,2025-12-13,02:56,his residence,817,2025-12-14,N
501,476,817,Arrest,2025-10-24,18:16,the taluk border check post,618,2025-10-25,Y
502,477,818,Arrest,2026-03-20,07:52,his residence,618,2026-03-21,Y
503,479,821,Surrender,2022-07-05,03:40,the taluk border check post,2148,2022-07-06,N
504,480,822,Arrest,2024-06-21,16:53,the railway station,238,2024-06-22,Y
505,482,824,Arrest,2025-06-12,13:43,a lodge in the town,230,2025-06-13,Y
506,482,825,Arrest,2025-06-30,00:09,his residence,230,2025-07-01,N
507,482,826,Arrest,2025-06-30,05:14,the bus stand,232,2025-07-01,N
508,484,828,Arrest,2025-07-25,11:50,the taluk border check post,230,2025-07-26,N
509,486,831,Arrest,2025-10-12,18:28,the village outskirts,230,2025-10-13,N
510,487,832,Arrest,2025-01-24,22:02,the village outskirts,236,2025-01-25,N
511,488,833,Arrest,2025-12-22,11:29,the bus stand,236,2025-12-23,N
512,489,834,Arrest,2024-12-02,14:27,the village outskirts,2328,2024-12-03,N
513,489,835,Arrest,2024-11-16,23:48,the bus stand,2326,2024-11-17,Y
514,490,837,Surrender,2024-10-12,03:20,the vegetable market,236,2024-10-13,Y
515,491,839,Arrest,2025-11-25,07:21,his residence,690,2025-11-26,Y
516,491,840,Arrest,2025-11-05,12:26,his residence,690,2025-11-06,N
517,492,841,Arrest,2024-11-06,09:10,the highway toll gate,2325,2024-11-07,Y
518,492,842,Arrest,2024-11-03,08:43,the taluk border check post,2328,2024-11-04,N
519,493,843,Surrender,2022-05-12,15:44,the bus stand,299,2022-05-13,N
520,493,844,Arrest,2022-05-10,16:44,the bus stand,306,2022-05-11,Y
521,494,845,Arrest,2026-01-24,02:42,his residence,232,2026-01-25,N
522,494,846,Arrest,2025-12-26,08:23,the vegetable market,237,2025-12-27,Y
523,494,847,Arrest,2026-01-18,19:18,the vegetable market,235,2026-01-19,Y
524,496,849,Arrest,2025-05-27,07:43,the railway station,657,2025-05-28,N
525,497,851,Arrest,2025-01-06,03:20,the village outskirts,354,2025-01-07,Y
526,498,852,Arrest,2025-05-15,04:47,the vegetable market,302,2025-05-16,Y
527,499,856,Arrest,2026-05-16,17:13,the railway station,297,2026-05-17,Y
528,500,857,Arrest,2026-05-24,05:46,the vegetable market,302,2026-05-25,N
529,501,860,Arrest,2022-12-30,22:32,the railway station,301,2022-12-31,Y
530,502,861,Arrest,2025-07-31,15:15,the highway toll gate,935,2025-08-01,Y
531,502,862,Arrest,2025-07-21,03:58,the highway toll gate,938,2025-07-22,Y
532,502,863,Arrest,2025-08-02,04:59,the vegetable market,935,2025-08-03,Y
533,504,865,Surrender,2022-08-18,23:49,the highway toll gate,298,2022-08-19,Y
534,507,868,Surrender,2024-10-02,03:43,the railway station,289,2024-10-03,N
535,508,869,Surrender,2025-09-27,23:38,his residence,289,2025-09-28,Y
536,509,870,Surrender,2025-05-24,20:52,the vegetable market,1161,2025-05-25,Y
537,509,871,Arrest,2025-05-23,21:00,the taluk border check post,1159,2025-05-24,Y
538,510,872,Arrest,2026-03-02,23:12,his residence,1927,2026-03-03,N
539,511,873,Arrest,2026-07-23,07:15,a lodge in the town,305,2026-07-24,N
540,512,874,Arrest,2025-12-28,03:42,the bus stand,159,2025-12-29,N
541,513,875,Arrest,2026-03-12,08:01,his residence,335,2026-03-13,Y
542,513,876,Arrest,2026-03-23,09:34,his residence,335,2026-03-24,Y
543,514,878,Arrest,2025-06-24,16:34,the railway station,301,2025-06-25,N
544,514,879,Arrest,2025-07-09,03:26,the bus stand,302,2025-07-10,Y
545,516,881,Arrest,2023-10-29,03:22,a lodge in the town,2209,2023-10-30,N
546,517,883,Arrest,2024-03-05,21:09,the highway toll gate,1983,2024-03-06,N
547,519,885,Surrender,2024-08-16,23:08,his residence,1705,2024-08-17,N
548,519,886,Arrest,2024-07-29,23:33,a lodge in the town,1700,2024-07-30,Y
549,521,888,Arrest,2026-07-12,19:41,the railway station,1704,2026-07-13,N
550,521,889,Arrest,2026-07-23,17:57,the taluk border check post,1702,2026-07-24,Y
551,521,892,Arrest,2026-07-29,10:58,the taluk border check post,1699,2026-07-30,Y
552,523,896,Arrest,2025-09-18,20:55,the vegetable market,1704,2025-09-19,Y
553,524,897,Arrest,2024-07-11,17:21,the taluk border check post,1704,2024-07-12,N
554,525,898,Arrest,2022-07-07,07:02,the taluk border check post,1394,2022-07-08,Y
555,526,900,Arrest,2026-07-08,18:55,the taluk border check post,163,2026-07-09,N
556,527,902,Arrest,2023-11-05,06:25,the bus stand,1675,2023-11-06,N
557,528,903,Arrest,2022-05-03,22:04,a lodge in the town,839,2022-05-04,N
558,529,905,Arrest,2021-12-05,00:48,a lodge in the town,2447,2021-12-06,N
559,533,910,Surrender,2022-06-18,10:31,his residence,1822,2022-06-19,N
560,533,911,Arrest,2022-07-06,05:18,the highway toll gate,1824,2022-07-07,N
561,535,913,Arrest,2022-01-11,02:17,the village outskirts,836,2022-01-12,Y
562,536,914,Arrest,2022-04-25,14:21,his residence,301,2022-04-26,N
563,537,915,Arrest,2025-09-11,22:46,the vegetable market,2184,2025-09-12,Y
564,537,917,Arrest,2025-09-14,22:23,the village outskirts,2179,2025-09-15,N
565,538,918,Arrest,2026-05-08,22:52,the railway station,2043,2026-05-09,N
566,538,919,Arrest,2026-04-12,05:43,the highway toll gate,2043,2026-04-13,Y
567,539,920,Arrest,2023-07-13,10:05,a lodge in the town,474,2023-07-14,N
568,539,921,Arrest,2023-06-22,09:34,his residence,473,2023-06-23,N
569,541,924,Arrest,2026-04-02,13:06,the highway toll gate,2184,2026-04-03,Y
570,542,925,Arrest,2023-02-23,09:51,the bus stand,219,2023-02-24,Y
571,542,926,Arrest,2023-02-18,05:06,a lodge in the town,223,2023-02-19,N
572,542,927,Surrender,2023-02-11,20:13,a lodge in the town,220,2023-02-12,N
573,546,931,Arrest,2025-08-25,22:32,a lodge in the town,1920,2025-08-26,N
574,546,932,Arrest,2025-08-26,23:15,the village outskirts,1922,2025-08-27,Y
575,547,933,Arrest,2023-08-13,14:54,the taluk border check post,1673,2023-08-14,Y
576,548,935,Arrest,2024-02-24,22:04,his residence,1680,2024-02-25,N
577,548,936,Arrest,2024-02-14,00:04,the taluk border check post,1676,2024-02-15,Y
578,548,937,Arrest,2024-01-24,12:00,the bus stand,1672,2024-01-25,N
579,549,938,Arrest,2023-11-05,01:50,the railway station,1676,2023-11-06,Y
580,550,940,Arrest,2023-05-10,13:41,a lodge in the town,220,2023-05-11,Y
581,551,941,Arrest,2023-07-27,03:37,his residence,1676,2023-07-28,N
582,552,942,Arrest,2023-12-02,09:25,his residence,1676,2023-12-03,Y
583,555,945,Arrest,2023-06-21,04:51,the railway station,1672,2023-06-22,N
584,556,947,Arrest,2023-10-15,19:59,his residence,1672,2023-10-16,N
585,557,949,Arrest,2024-01-26,19:35,the bus stand,1883,2024-01-27,Y
586,558,951,Arrest,2023-05-01,23:59,the highway toll gate,225,2023-05-02,N
587,558,952,Arrest,2023-05-31,20:04,his residence,220,2023-06-01,Y
588,558,953,Arrest,2023-05-07,11:33,a lodge in the town,227,2023-05-08,N
589,559,954,Arrest,2024-12-14,03:38,a lodge in the town,1879,2024-12-15,Y
590,560,955,Arrest,2024-01-23,06:41,the vegetable market,1883,2024-01-24,Y
591,561,957,Arrest,2026-01-02,07:29,the highway toll gate,1818,2026-01-03,N
592,562,958,Arrest,2024-01-11,10:10,the highway toll gate,1883,2024-01-12,N
593,563,959,Arrest,2025-06-16,05:45,a lodge in the town,1883,2025-06-17,Y
594,564,960,Arrest,2023-03-28,11:19,the bus stand,1881,2023-03-29,N
595,567,963,Arrest,2025-01-26,06:59,the bus stand,1881,2025-01-27,N
596,567,964,Arrest,2025-02-02,17:41,the highway toll gate,1882,2025-02-03,N
597,567,965,Arrest,2025-01-26,22:46,the taluk border check post,1882,2025-01-27,Y
598,568,969,Arrest,2024-02-29,05:47,the bus stand,1581,2024-03-01,Y
599,569,971,Arrest,2022-07-13,03:19,the bus stand,1582,2022-07-14,Y
600,571,973,Arrest,2024-03-01,11:57,a lodge in the town,1587,2024-03-02,N
601,573,975,Arrest,2024-02-14,21:28,the railway station,282,2024-02-15,N
602,573,976,Arrest,2024-01-26,21:40,a lodge in the town,287,2024-01-27,Y
603,573,977,Arrest,2024-01-28,03:18,the vegetable market,284,2024-01-29,N
604,574,980,Surrender,2024-08-21,02:28,the railway station,162,2024-08-22,N
605,574,981,Arrest,2024-08-08,11:58,the vegetable market,161,2024-08-09,Y
606,576,985,Arrest,2022-08-05,23:31,a lodge in the town,2219,2022-08-06,Y
607,577,987,Arrest,2023-01-08,13:40,his residence,224,2023-01-09,N
608,578,989,Arrest,2023-01-22,14:03,the vegetable market,663,2023-01-23,Y
609,579,990,Arrest,2023-05-21,04:56,a lodge in the town,224,2023-05-22,N
610,579,992,Arrest,2023-05-17,05:21,the vegetable market,225,2023-05-18,N
611,580,994,Arrest,2023-02-10,18:13,the bus stand,228,2023-02-11,Y
612,581,996,Arrest,2023-05-22,11:35,the highway toll gate,222,2023-05-23,Y
